surface_id,source_file,representative_mcp_ranges,uncovered_lines,uncovered_branches,uncovered_functions,region_count,initial_surface_category,input_surface,public_to_rust_chain,pillow_python_reference,why_not_reachable_or_first_divergence,wrong_implementation_question,right_rust_specific_implementation,classification,fixability,evidence_refs,agent_owner,investigation_status,agent_update,coverage_snapshot_id,coverage_run_id,coverage_command_id,coverage_command_name,coverage_suite,coverage_scope,coverage_outer_commit,coverage_measurement_commit,coverage_claim_status,coverage_snapshot_metrics,coverage_lineage_note,ranked_range_classification,first_divergence_location,divergence_id,coverage_insight_item_count,coverage_insight_source,coverage_insight_note
surface-035,pillow-rs/src/ops/imageops.rs,95;274;987,14,11,2,12,public imageops/validation,"PIL.ImageOps.pad, color-bearing imageops, and exif_transpose","pillow-rs-py/python/pillow_rs/imageops.py:63-75 -> pillow-rs-py/src/lib.rs:217-230,331-338,3544-3563,3630-3645 -> pillow-rs/src/ops/imageops.rs:762-820,979-987. String pad colors reach resolve_imageops_color; pad centering defaults become Values, not Default.","Pillow 12.2.0 ImageOps.pad defaults centering to (0.5,0.5), resolves string colors through ImageColor.getcolor, and exif_transpose removes orientation only after a valid orientation is found.","imageops.rs:95 is not reached through public pad because centering_from_python produces Scalar, Values, or Invalid; only fit_with_input normalizes Values to Default. Line :274 is publicly reachable for valid string colors. Line :987 is defensive because exif_remove_orientation follows valid TIFF orientation parsing. No first divergence.","Does public ImageOps.pad reach the Default centering arm, and does valid string-color resolution or EXIF short-data handling diverge from Pillow?","Keep centering, color, and EXIF validation behavior. No runtime fix or coverage-scope change.",mixed_reachable_defensive,not_a_bug,"pillow-rs/src/ops/imageops.rs:89,165,979; pillow-rs-py/src/lib.rs:217,3544-3563,3630-3645; pillow-rs-py/python/pillow_rs/imageops.py:63-75; Pillow 12.2.0 ImageOps.py pad/exif_transpose",luna-035-036,complete,"Luna verification: pad default arm is facade-unreachable, color resolution is public, EXIF short-data branch defensive; no parity bug.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-036,pillow-rs/src/raster/color/pixel_rgb.rs,157-161;165-174,15,0,3,2,typed pixel/generic,PIL Image.convert and RGBA pixel conversions to RGB/L/LA,Image.convert -> pillow-rs-py/python/pillow_rs/image.py:188-203 -> PyImage.convert -> Image::convert -> PipelineOp::Convert -> CPU/SIMD conversion paths. Image.getpixel uses PyImage::getpixel_formatted -> DynamicImage::get_pixel; the assigned Rgba<T> methods are not called by these Python paths.,"Pillow 12.2.0 Image.convert uses RGB-to-L ITU-R 601 luma, RGBA-to-RGB drops alpha, and RGBA-to-LA preserves alpha.",The assigned Rgba<T>::to_rgb/to_luma/to_luma_alpha methods are not reached by maintained Python conversion/getpixel paths. Generic buffer conversion uses destination FromColor; the methods are used by DynamicImage's Rust GenericImage::put_pixel implementation with no maintained Python/PyO3 chain. No first divergence.,"Are Rgba<T>::to_rgb, to_luma, and to_luma_alpha reachable through public Image.convert/getpixel, and do their channel semantics diverge from Pillow?",Retain generic methods and alpha/channel/luma semantics. No Rust fix; correct reachability rather than adding coverage inputs.,unreachable,not_a_bug,"pillow-rs/src/raster/color/pixel_rgb.rs:157-174; pillow-rs/src/raster/dynamic.rs:264-290,971; pillow-rs/src/raster/buffer.rs:1077; pillow-rs/src/compute/pool_cpu/ops/color.rs:13; pillow-rs-py/python/pillow_rs/image.py:188-203,240-242; Pillow 12.2.0 Image.py/Convert.c",luna-035-036,complete,Luna verification: assigned Rgba<T> methods are Rust-generic but not reached by maintained Python/PyO3 paths; no parity bug.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-037,pillow-rs/src/ops/paste.rs,229,13,0,10,1,public paste/validation,"PIL.Image.Image.paste source, box, mask, and destination-mode inputs",pillow-rs-py/python/pillow_rs/image.py:205-213 -> PyO3 PyImage::paste at pillow-rs-py/src/lib.rs:771-783 -> Image::paste_with_input -> PasteSource::solid_color at pillow-rs/src/ops/paste.rs:108-232.,Pillow 12.2.0 Image.paste is implemented at PIL/Image.py:1841-1931 and dispatches constructible destination modes after source/box/mask normalization.,"paste.rs:229 is an internal defensive guard. Public Image.new/frombytes and decoded images produce only modes covered by preceding arms, including 1,L,P,LA,PA,RGB-family,CMYK,YCbCr,HSV,I,F,I;16 variants. No public first divergence.",Can a supported Python destination mode bypass exhaustive solid_color mode arms and reach the wildcard error? No.,Retain exhaustive destination-mode validation and final unsupported-mode ValueError guard. Do not broaden accepted modes without a Pillow mode/storage contract.,unreachable,not_a_bug,"pillow-rs-py/python/pillow_rs/image.py:205-213; pillow-rs-py/src/lib.rs:771-783; pillow-rs/src/ops/paste.rs:108-232,256-362; pillow-rs/src/image.rs:1320-1435,1521-1537; Pillow 12.2.0 PIL/Image.py:1841-1931",luna-037-038,complete,Luna verification: paste wildcard is unreachable from constructible public destination modes; no parity bug.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-038,pillow-rs/src/compute/pool_cpu/ops/color.rs,133;153;174,13,2,0,5,public color/validation,"PIL Image.convert, remap_palette, and getchannel color operations",Convert: pillow-rs-py/python/pillow_rs/image.py:188-203 -> PyImage.convert -> Image::convert_with_input/convert -> eager Mode1/P handling or PipelineOp::Convert -> CPU registry op_convert. Remap: image.py:566-570 -> PyImage.remap_palette -> Image::remap_palette_with_source -> PipelineOp::RemapPalette -> CPU registry op_remap_palette. getchannel is separate: image.py:273-275 -> PyImage.getchannel -> PipelineOp::ExtractBand and does not reach the assigned lines.,"Pillow 12.2.0 Image.convert, remap_palette, and getchannel validate public mode/palette/band inputs before core operations.",color.rs:133 is a defensive Mode1/P CPU-kernel guard because public conversion eagerly handles targets 1/P. color.rs:153 and :174 are reachable through valid L/P remap_palette calls. No first divergence in the assigned ranges; getchannel is adjacent context only.,Are the Mode1/P guard and remap inverse-map branches incorrectly classified as unreachable? No; the row is mixed.,Keep eager public materialization for 1/P conversion and the defensive op_convert guard. Keep validated L/P remap_palette dispatch/inverse mapping; record getchannel as a separate ExtractBand path.,mixed_reachable_defensive,not_a_bug,"pillow-rs/src/compute/pool_cpu/ops/color.rs:13-184; pillow-rs/src/ops/convert.rs:509-731; pillow-rs/src/image.rs:5010-5062,5774-5868; pillow-rs/src/compute/registry.rs:1010-1048; pillow-rs-py/python/pillow_rs/image.py:188-203,566-570,273-275; pillow-rs-py/src/lib.rs:739-768,1156-1167,1392-1408; Pillow 12.2.0 Image.py",luna-037-038,complete,Luna verification: target color row is mixed reachable/defensive; getchannel uses separate ExtractBand; no assigned-range bug.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-039,pillow-rs/src/ops/module_fns.rs,172;280;313,10,6,0,5,binding/module dispatch,"PIL.Image.merge, composite, and eval/point module-level operations",operations.merge -> PyO3 image_merge -> merge_inputs -> merge; operations.composite -> PyO3 image_composite -> composite; operations.eval -> Image.point -> PyO3 point -> eval_callable/eval_validated -> eval_replicated.,Pillow 12.2.0 Image.merge validates mode/bands; composite copies/pastes with mask; eval delegates to point and uses point_transform for I/I;16/F callables.,"module_fns.rs:172 and :280 are reachable and their CMYK tagging/palette preservation match Pillow; :313 is defensive because public getbands yields 1-4 bands. Nearby public divergences occur first at validate_merge_shape :80-90, which accepts only five modes, and at PyO3 point :1326-1338, which always builds an 8-bit LUT for I/I;16/F callables while Pillow uses point_transform.",Does module_fns.rs need Pillow-compatible merge-mode coverage and mode-aware callable point/eval dispatch instead of rejecting supported modes and treating all callables as 8-bit LUTs?,"Retain CMYK metadata tagging, palette propagation, and the defensive band-count guard. Add supported Pillow merge modes and a core mode-aware point-transform path for I/I;16/F callables.",implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/ops/module_fns.rs:79-172,226-313,334-363; pillow-rs-py/python/pillow_rs/operations.py:52-67,124-126; pillow-rs-py/src/lib.rs:1318-1345,3846-3875; Pillow 12.2.0 Image.py merge/composite/eval and non-byte callable point probes",luna-039-040,complete,"Luna verification: assigned module branches are reachable/sound, but nearby merge-mode and non-byte callable point paths have public fix candidates; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,pillow-rs/src/ops/module_fns.rs:80-90 and pillow-rs-py/src/lib.rs:1326-1338 (nearby public divergences),D-039,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-040,pillow-rs/src/ops/array.rs,306;319;324,10,2,7,3,array/validation,"PIL.Image.fromarray array-interface dtype, shape, and mode inputs",Image.fromarray -> operations.fromarray -> PyO3 fromarray -> array_interface_descriptor/array_interface_bytes -> resolve_array_layout -> from_resolved_array_interface -> normalize_scalar_array.,"Pillow 12.2.0 Image.fromarray resolves __array_interface__, honors shape/type/raw-mode mapping, and uses obj.tobytes() or obj.tostring() when strides are present.","array.rs:306 and :319 are unreachable for resolver-produced scalar layouts because preceding raw-mode mapping exhausts their arms. :324 is only reached for malformed/custom layouts or unsupported explicit scalar raw-mode strings; normal RGB/LA/L/1 fallback returns earlier. A public divergence occurs earlier for strided array-interface objects with tobytes but no buffer: Pillow succeeds at Image.py:3449-3456, while Rust diverges at PyO3 array_interface_bytes :1756-1773.",Does the PyO3 boundary need Pillow's strides-driven tobytes/tostring fallback instead of requiring every array-interface object to support the buffer protocol?,Make no change to normalize_scalar_array. Extend the binding descriptor/marshalling contract to carry strides and use tobytes/tostring for strided objects; leave scalar normalization/frombytes fallback in core.,implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/ops/array.rs:171-265,268-327; pillow-rs-py/python/pillow_rs/image.py:522-526; pillow-rs-py/python/pillow_rs/operations.py:80-85; pillow-rs-py/src/lib.rs:1756-1805; Pillow 12.2.0 Image.py:3412-3458; custom strided-array-interface probe",luna-039-040,complete,"Luna verification: array target range is mixed/defensive, with a public strides/tobytes divergence at the earlier PyO3 boundary; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,pillow-rs-py/src/lib.rs:1756-1773 (strided array-interface tobytes/tostring fallback),D-040,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-041,pillow-rs/src/ops/crop.rs,none (MCP insight had no representative region),6,0,6,0,public crop candidate,Image.crop public boxes and edge cases,pillow_rs.Image.crop -> pillow-rs-py/python/pillow_rs/image.py:167-168 -> PyImage::crop -> Image::crop_float -> Image::crop -> crop_signed/crop_box/crop_canvas in pillow-rs/src/ops/crop.rs,"Pillow 12.2.0 PIL/Image.py:1370-1416; _decompression_bomb_check at 3560-3579. Negative/out-of-bounds padding, zero-size crops, ties-to-even rounding, and warning/error thresholds are public behavior.","crop.rs is reachable through supported public boxes. Normal pixels and edge padding work, but Rust only raises above 2*MAX_IMAGE_PIXELS while Pillow emits DecompressionBombWarning above MAX_IMAGE_PIXELS. The facade exports only DecompressionBombError. The f64-only PyO3 tuple also risks losing Pillow's arbitrary-integer box behavior.","Is crop.rs unreachable? No. Is it fully Pillow-parity correct? No: warning propagation is missing, with an additional large-integer boundary risk.","Return host-neutral crop-warning metadata from core alongside the image, preserving Pillow extent-check ordering and thresholds. Have PyO3 emit the compatible Python warning/category. Preserve exact integer inputs where possible instead of forcing all coordinates through f64; retain ties-to-even rounding and signed clipping/canvas logic.",implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/ops/crop.rs:26-34,64-190; pillow-rs-py/python/pillow_rs/image.py:167-168; pillow-rs-py/src/lib.rs:698-703,1883-1887; .venv/lib/python3.12/site-packages/PIL/Image.py:1370-1416,3560-3579; 178956970/178956971-pixel crop warning/error probes",luna-041-042,complete,Luna investigator: crop is public and has a confirmed warning/error parity gap plus large-integer boundary risk; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,pillow-rs/src/ops/crop.rs:26-34 -> pillow-rs-py/src/lib.rs:698-703,D-041,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-042,pillow-rs/src/raster/color/pixel_luma.rs,14-16;135-137,6,0,2,2,typed pixel/generic,public L/Luma pixel and conversion paths,Public L/LA creation or conversion -> PyO3 Image methods -> Image materialization/conversion -> DynamicImage::to_generic -> ConvertBuffer::convert -> FromColor implementations -> Luma/LumaA pixel accessors,Pillow 12.2.0 Image.convert supports L/LA conversions: L->LA preserves luma and adds 255 alpha; LA->L drops alpha; RGB/RGBA->LA uses ITU-R 601 luma and preserves alpha.,The target Luma::channels and LumaA::channels_mut accessors are reachable through public conversion and pixel-operation paths. They are generic slice accessors with no observed parity divergence; their uncovered status reflects monomorphization/coverage accounting rather than an unreachable public surface.,Are these residual lines dead or defensive-only? No. Are they an independent parity bug? No; they are generic accessors whose execution depends on conversion direction and monomorphization.,"Keep the accessors unchanged. If coverage evidence is desired, use supported public L->LA/LA->L or RGB/RGBA->LA cases that exercise the generic instantiations; do not add internal-only tests or alter denominator policy.",reachable_zero_gain,not_a_bug,"pillow-rs/src/raster/color/pixel_luma.rs:9-20,126-137; pillow-rs/src/raster/color/from_color.rs:13-30,58-103; pillow-rs/src/raster/dynamic.rs:225-290; pillow-rs-py/python/pillow_rs/image.py:188-203; Pillow 12.2.0 L/LA/RGBA conversion probes",luna-041-042,complete,Luna investigator: Luma accessors are public-path reachable generic code with zero observed parity gain; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable_zero_gain,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-043,pillow-rs/src/compute/pool_cpu/ops/enhance.rs,135;169,4,4,2,2,public enhance/validation,public ImageEnhance operations,pillow-rs-py/python/pillow_rs/imageenhance.py -> PyO3 ImageEnhance binding -> ops/enhance.rs queues Contrast -> compute registry -> op_enhance_contrast; CMYK reaches cmyk_to_grayscale and other modes reach pil_grayscale,"Pillow 12.2.0 ImageEnhance.Contrast converts to L, computes mean, and accepts zero-sized images with mean 0. Zero-area Contrast enhancement succeeds for L/RGB/RGBA/CMYK/LA.","enhance.rs:135 and :169 are intended empty-image paths, but Rust reaches color.rs CheckedDims validation first; zero dimensions are rejected before n==0. Supported public empty images therefore fail before the target branches, which is a public parity divergence rather than an unreachable input.",Should the n==0 branches be treated as dead defensive code? No. Pillow's public contract requires zero-area contrast enhancement to return an empty image.,"Add a narrow zero-area fast path in pil_grayscale_inner and cmyk_to_grayscale before CheckedDims::new, returning a valid empty GrayImage with preserved dimensions. Let op_enhance_contrast compute mean 0 and preserve source mode/alpha without changing global dimension validation.",implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/compute/pool_cpu/ops/enhance.rs:128-136,161-170; pillow-rs/src/color.rs:298-305,326-334; pillow-rs-py/src/lib.rs:546-576; .venv/lib/python3.12/site-packages/PIL/ImageEnhance.py:63-81; zero-sized Contrast probe",luna-043-044,complete,"Luna investigator: public zero-area Contrast reaches an earlier dimension rejection, diverging from Pillow; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,"pillow-rs/src/color.rs:298-305,326-334 before target contrast branches",D-043,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-044,pillow-rs-py/src/putdata.rs,none (MCP insight had no representative region),3,0,3,0,binding/putdata,Image.putdata public sequence inputs,pillow-rs-py/python/pillow_rs/image.py:309-311 -> PyO3 lib.rs:1467-1474 -> putdata.rs binding; sequence validation -> putdata_bulk/exact/generic sequence -> Image::putdata_value_at or Image::putdata_input,"Pillow 12.2.0 Image.putdata delegates to ImagingCore.putdata. Per-item coercion/write ordering is observable, and custom scalar objects are rejected for RGB multiband input.","All three binding paths are publicly reachable: exact numeric list/tuple reaches putdata_bulk, exact non-bulk values reach putdata_exact_sequence, and custom __getitem__ sequences reach putdata_generic_sequence. The first divergence is putdata.rs:108-125: container exactness is treated as sufficient, so custom elements are coerced in a bulk Vec before any writes. Pillow observes callbacks after earlier pixels are written and rejects custom scalar objects in RGB/RGBA.",Does an exact built-in list or tuple guarantee callback-free numeric elements? No. The bulk predicate incorrectly assumes container exactness makes element coercion side-effect-free.,"Keep sequence and oversized-length preflight. Restrict putdata_bulk to exact built-in primitive numeric elements; if any element is a subclass/custom object, fall back to sequential write_item coercion. Preserve callback-visible write order and Pillow's multiband rejection without changing core algorithms.",implementation_bug_candidate,needs_runtime_fix,"pillow-rs-py/python/pillow_rs/image.py:309-311; pillow-rs-py/src/lib.rs:1467-1474; pillow-rs-py/src/putdata.rs:87-128,131-189,192-245; pillow-rs/src/image.rs:4764-4779,4904-5001; .venv/lib/python3.12/site-packages/PIL/Image.py:2104-2126; custom __index__/RGB scalar probes",luna-043-044,complete,Luna investigator: public putdata bulk classification causes callback-order and custom-element parity divergences; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,pillow-rs-py/src/putdata.rs:108-125,D-044,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-045,pillow-rs/src/ops/param_filters.rs,none (MCP insight had no representative region),2,0,2,0,filter/parameters,public filter parameter inputs,pillow_rs.Image.filter -> PyImage.filter -> ImageFilter._apply -> PyO3 parameter methods -> ops/param_filters.rs -> PipelineOp -> CPU/SIMD execution,Pillow 12.2.0 ImageFilter Max/Min/Median/Rank reject zero/even sizes; Rank rejects out-of-range ranks; ModeFilter size 0 is identity; GaussianBlur/BoxBlur accept radius sequences; BoxBlur rejects negative radii.,"The public surface is reachable, but Rust normalizes sizes with size.max(3)|1, clamps ranks, casts negative BoxBlur radii to zero, and rejects tuple radii at PyO3 although Pillow accepts them. These inputs return images or wrong exceptions/results instead of Pillow semantics. ModeFilter size 0 also diverges from identity.","Does the Rust boundary need Pillow-compatible validation and parameter representation instead of silently normalizing sizes, clamping ranks, and narrowing radii?","Add shared signed-input validation before queuing: reject nonpositive/even rank-family sizes and out-of-range ranks, preserve ModeFilter zero/negative/even semantics, allow negative values to reach core validation with Pillow-compatible ValueError, reject negative BoxBlur radii, and represent scalar/sequence blur radii explicitly if the API retains Pillow compatibility.",implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/ops/param_filters.rs:276-297,324-361,372-508; pillow-rs-py/src/lib.rs:1061-1136; pillow-rs-py/python/pillow_rs/imagefilter.py:57-127; .venv/lib/python3.12/site-packages/PIL/ImageFilter.py:47-51,88-110,123-173,187-228,248-256; invalid/even/zero/radius probes",luna-045-046,complete,Luna investigator: public filter parameter normalization diverges broadly from Pillow; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,"pillow-rs/src/ops/param_filters.rs:276-297,324-361",D-045,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
